"SampleID","WaterbodyID","InletOrOutlet","UorV","SamplingDate","Time","WaterTemperature_C","Air_Temperature_C","Pressure_Bar","pH","O2_pct","O2_mg_l","EC_us_cm","Chla","Alkalinitet_mekv_l","Kond_ms_m_25_C","PO4_P_filtr_mg_l","PO4_P_QC","TotP_mg_l","Tot_P_filtr_mg_l","NH4_N_mg_l","NO2_NO3_N_mg_l","TOC_mg_l","Tot_N_mg_l","Susp_mg_l","Dissolved_CH4_mg_L","Dissolved_N2O_ug_L","Methanotrophs_water_sample","Methanotrophs_sediment_sample","Methanogens_water_sample","Methanogens_sediment_sample"
249,8,"Outlet",,2022-6-29 00:00:00,"12:30",22.05,23.50,1.02,7.18,17.50,1.57,305.00,8.00,0.86,26.90,2.0e-03,"<0,004",0.02,7.3e-03,0.05,5.00,9.10,5.63,5.00,,,,,,
248,8,"Inlet",,2022-6-29 00:00:00,"12:45",20.03,23.50,1.02,7.97,26.60,2.42,265.00,10.00,0.62,27.40,2.0e-03,"<0,004",0.03,6.3e-03,0.10,7.89,7.30,8.58,5.00,,,,,,
247,7,"Outlet",,2022-6-30 00:00:00,"10:45",17.12,21.66,1.01,7.23,12.00,1.18,287.00,6.00,0.49,28.30,2.0e-03,"<0,004",0.01,4.3e-03,0.03,13.20,4.80,15.00,24.00,,,,,,
246,7,"Inlet",,2022-6-30 00:00:00,"10:20",17.16,21.66,1.01,7.42,22.20,2.22,321.00,9.00,0.62,27.70,2.0e-03,"<0,004",0.05,5.5e-03,0.04,11.40,5.20,12.90,1.50,,,,,,
245,3,"Outlet ",,2022-6-29 00:00:00,"18:09",25.24,24.14,1.02,7.91,18.10,1.92,199.00,8.00,0.74,22.90,0.07,,0.09,0.08,0.02,3.35,3.40,3.88,1.50,,,,,,
244,3,"Inlet",,2022-6-29 00:00:00,"17:45",11.27,24.14,1.02,8.30,20.60,2.20,204.00,7.00,1.12,18.90,0.06,,0.21,0.11,0.09,1.5e-03,12.40,1.07,9.00,,,,,,
243,2,"Outlet ",,2022-6-29 00:00:00,"18:35",24.16,24.14,1.02,7.83,13.60,1.13,274.00,8.00,1.62,26.70,0.03,,1.53,0.07,0.06,1.5e-03,13.70,1.05,9.00,,,,,,
242,2,"Inlet ",,2022-6-29 00:00:00,"18:15",16.95,24.14,1.02,7.53,9.90,0.95,317.00,25.00,,,,,,,,,,,,,,,,,
241,1,"Outlet",,2022-6-27 00:00:00,"20:20",24.69,21.09,1.01,9.44,27.60,2.59,396.00,8.00,1.57,37.00,2.0e-03,"<0,004",0.04,0.01,0.01,1.5e-03,12.90,1.06,1.50,,,,,,
240,1,"Inlet",,2022-6-27 00:00:00,"20:00",24.18,21.09,1.01,7.75,22.70,1.88,479.00,8.00,2.33,41.40,0.13,,0.25,0.18,0.24,1.5e-03,16.70,1.69,14.00,,,,,,
239,40,"Outlet","V",2022-2-7 00:00:00,,0.57,-1.00,0.98,7.13,78.30,11.12,165.00,8.00,0.79,14.70,0.37,,0.49,0.39,0.18,1.76,13.60,2.65,37.00,,,814.05,,,
238,40,"Inlet","U",2022-2-7 00:00:00,,2.66,-1.00,0.98,8.09,91.10,12.20,225.00,8.00,0.94,19.20,0.07,,0.17,0.08,0.04,2.91,14.10,3.56,21.00,8.6395661167e-03,2.29,,,,
237,39,"Outlet","V",2022-2-10 00:00:00,,0.51,3.00,0.98,7.53,70.30,9.98,175.00,7.00,1.81,27.10,0.01,,0.08,0.02,0.06,1.03,18.20,1.67,46.00,,,4195.87,,,
236,39,"Inlet","U",2022-2-10 00:00:00,,1.72,3.00,0.98,8.24,95.50,13.10,175.00,9.00,0.87,16.10,0.16,,0.34,0.20,1.11,0.79,20.80,3.53,71.00,3.9308462132e-03,4.28,985.88,,,
235,38,"Outlet","V",2022-2-8 00:00:00,,0.44,0.00,0.98,8.21,96.10,13.67,348.00,5.00,4.45,60.40,0.06,,0.09,0.07,0.31,2.95,7.20,3.30,13.00,,,382.00,,,
234,38,"Inlet","U",2022-2-8 00:00:00,,0.05,0.00,0.97,8.15,101.70,14.50,363.00,4.00,4.06,58.00,0.05,,0.08,0.06,0.24,2.89,8.40,3.30,23.00,4.8208045905e-03,4.70,243.41,,,
233,28,"Outlet","V",2022-2-7 00:00:00,,1.06,-1.00,0.98,7.02,71.70,10.01,202.00,7.00,1.48,35.10,0.05,,0.09,0.05,0.21,1.81,5.60,2.17,20.00,,,1081.94,,,
232,28,"Inlet","U",2022-2-7 00:00:00,,2.45,-1.00,0.98,7.32,89.00,11.93,393.00,3.00,0.80,18.50,0.08,,0.20,0.11,0.07,1.11,9.90,1.81,54.00,0.02,4.69,1504.16,,,
231,27,"Outlet","V",2022-2-11 00:00:00,,1.70,2.00,1.00,7.55,99.10,13.80,557.00,7.00,1.23,79.90,2.0e-03,"<0,004",0.02,4.7e-03,0.19,3.64,7.10,4.10,13.00,,,153.01,,,
230,27,"Inlet","U",2022-2-11 00:00:00,,0.17,2.00,1.00,7.27,58.30,8.47,528.00,3.00,1.26,84.80,2.0e-03,"<0,004",0.01,2.7e-03,0.12,4.08,6.20,4.49,5.00,6.9794091643e-03,70.26,104.66,,,
229,26,"Outlet","V",2022-2-9 00:00:00,,0.31,0.00,0.98,7.05,31.60,4.50,133.00,9.00,1.08,22.70,0.02,,0.07,0.03,0.10,0.38,15.60,1.07,14.00,,,448.88,,,
228,26,"Inlet","U",2022-2-9 00:00:00,,1.93,-1.00,0.98,6.68,74.70,10.16,152.00,3.00,1.21,24.10,0.01,,0.03,0.01,0.01,0.91,15.00,1.37,18.00,2.4307031406e-03,14.31,593.30,,,
227,25,"Outlet","V",2022-2-9 00:00:00,,1.20,-1.00,0.98,6.65,7.70,1.06,124.00,21.00,,33.10,1.27,,2.89,1.52,0.02,2.19,1210.00,11.90,420.00,,,433.21,,,
226,25,"Inlet","U",2022-2-9 00:00:00,,2.68,-1.00,0.98,5.22,79.10,10.53,209.00,32.00,0.51,18.20,9.0e-03,,0.10,0.02,7.0e-03,1.02,20.40,1.85,18.00,0.06,27.53,1120.11,,,
225,24,"Outlet","V",2022-2-9 00:00:00,,1.16,-1.00,0.98,7.76,63.20,8.79,460.00,6.00,2.10,60.00,0.16,,0.31,0.17,0.72,0.99,12.60,2.33,23.00,,,506.94,,,
224,24,"Inlet","U",2022-2-9 00:00:00,,0.85,-1.00,0.98,7.85,96.10,13.48,157.00,6.00,1.15,26.80,0.77,,1.20,0.75,0.97,0.66,31.00,4.57,320.00,0.01,9.56,805.78,,,
223,23,"Outlet","V",2022-2-11 00:00:00,,0.07,3.00,1.00,7.66,69.80,10.14,178.00,15.00,2.27,30.50,0.14,,0.43,0.17,2.97,0.58,20.60,5.11,270.00,,,558.88,,,
222,23,"Inlet","U",2022-2-11 00:00:00,,0.07,3.00,0.99,8.03,65.40,9.51,196.00,5.00,2.69,33.30,0.22,,0.54,0.25,4.17,0.22,24.10,6.52,89.00,0.05,1.50,760.59,,,
221,21,"Outlet","V",2022-2-11 00:00:00,,0.10,3.00,0.99,7.98,76.20,11.04,239.00,7.00,1.74,21.90,0.05,,0.10,0.05,0.01,1.02,10.00,1.36,26.00,,,635.02,,,
220,21,"Inlet","U",2022-2-11 00:00:00,,0.07,3.00,0.99,7.90,75.80,11.00,299.00,2.00,1.57,20.20,0.07,,0.17,0.08,0.02,0.97,10.90,1.44,41.00,2.0168058331e-03,3.28,956.23,,,
219,22,"Outlet","V",2022-2-11 00:00:00,,1.90,3.00,0.99,7.97,65.00,8.96,224.00,5.00,2.01,26.50,0.12,,0.25,0.13,0.05,0.79,15.90,1.47,59.00,,,528.53,,,
218,22,"Inlet","U",2022-2-11 00:00:00,,2.11,3.00,0.99,7.92,88.80,12.18,235.00,3.00,2.11,27.20,0.12,,0.26,0.15,0.09,0.79,15.50,1.54,55.00,9.3921774805e-03,1.26,479.82,,,
217,20,"Outlet","V",2022-2-10 00:00:00,,0.17,3.00,0.98,7.95,94.50,13.56,263.00,6.00,2.90,54.10,0.01,,0.07,0.02,0.06,0.74,7.10,1.10,50.00,,,814.07,,,
216,20,"Inlet","U",2022-2-10 00:00:00,,0.73,3.00,0.98,7.91,88.40,12.47,308.00,19.00,2.51,47.30,0.03,,0.09,0.03,0.04,0.93,7.60,1.28,56.00,0.01,1.21,1418.23,,,
215,19,"Outlet","V",2022-2-7 00:00:00,,0.01,-1.00,0.97,7.41,82.10,11.73,162.00,7.00,0.90,14.70,0.10,,0.34,0.14,0.06,1.01,19.00,2.16,150.00,,,2026.91,,,
214,19,"Inlet","U",2022-2-7 00:00:00,,0.09,-1.00,0.97,7.77,93.60,13.39,222.00,6.00,1.15,19.50,0.06,,0.17,0.08,0.02,1.23,18.70,2.04,70.00,0.03,3.33,1698.16,,,
213,18,"Outlet","V",2022-2-11 00:00:00,,1.08,2.00,0.99,7.89,63.00,8.91,249.00,15.00,3.27,41.40,6.0e-03,,0.04,0.01,5.0e-03,1.47,14.20,1.90,12.00,,,1078.22,,,
212,18,"Inlet","U",2022-2-11 00:00:00,,0.18,2.00,0.99,7.93,42.10,6.10,246.00,8.00,3.15,41.00,0.01,,0.05,0.01,0.01,1.50,13.60,1.94,10.00,0.05,5.98,1531.91,,,
211,17,"Outlet","V",2022-2-11 00:00:00,,0.64,3.00,1.00,7.33,86.80,12.47,395.00,3.00,1.45,97.30,2.0e-03,"<0,004",0.01,2.1e-03,0.02,5.28,7.20,5.55,21.00,,,1518.26,,,
210,17,"Inlet","U",2022-2-11 00:00:00,,2.75,2.00,1.00,7.13,70.90,9.65,656.00,2.00,1.50,74.10,2.0e-03,"<0,004",0.04,6.6e-03,0.04,2.70,7.20,3.07,25.00,7.4212965038e-03,91.02,732.84,,,
209,16,"Outlet","V",2022-2-10 00:00:00,,0.73,3.00,0.98,7.83,82.80,11.69,119.00,6.00,0.81,13.70,0.11,,0.48,0.14,0.12,1.12,18.10,2.59,170.00,,,2250.26,,,
208,16,"Inlet","U",2022-2-10 00:00:00,,1.25,3.00,0.98,7.94,94.90,13.20,317.00,6.00,1.95,29.90,0.23,,0.42,0.25,0.11,2.61,24.40,3.95,200.00,3.1917691341e-03,4.36,2510.88,,,
207,15,"Outlet","V",2022-2-9 00:00:00,,0.05,-1.00,0.98,6.55,50.70,7.25,289.00,4.00,0.14,8.32,0.12,,0.17,0.13,0.41,0.20,6.80,1.37,6.00,,,6469.40,,,
206,15,"Inlet","U",2022-2-9 00:00:00,,5.02,-1.00,0.98,5.77,106.90,13.27,0.00,4.00,0.63,52.20,5.0e-03,,0.23,0.01,0.22,0.17,12.80,1.49,110.00,0.02,3.13,13630.30,,,
205,14,"Outlet","V",2022-2-10 00:00:00,,2.46,3.00,0.98,8.58,90.40,12.14,359.00,4.00,4.05,106.00,0.01,,0.90,0.01,0.02,17.00,164.00,24.60,3500.00,,,396.86,,,
204,14,"Inlet","U",2022-2-10 00:00:00,,3.11,3.00,0.98,7.09,52.40,6.90,615.00,3.00,5.21,88.10,2.0e-03,"<0,004",0.05,0.01,0.05,1.03,19.60,2.53,6.00,0.01,35.04,639.30,,,
203,6,"Outlet","V",2022-2-10 00:00:00,,0.95,3.00,0.98,7.78,95.30,13.38,188.00,9.00,2.44,53.70,0.02,,0.06,0.02,0.01,1.66,7.90,1.94,17.00,,,1522.12,,,
202,6,"Inlet","U",2022-2-10 00:00:00,,2.23,3.00,0.98,7.92,99.20,13.40,293.00,17.00,1.31,33.50,0.05,,0.17,0.06,0.09,1.30,10.40,1.94,66.00,2.1044070231e-03,37.27,822.08,,,
201,5,"Outlet","V",2022-2-7 00:00:00,,0.09,-1.00,0.97,7.50,78.10,10.93,280.00,5.00,1.23,25.30,0.05,,0.16,0.07,0.03,2.34,16.80,3.16,74.00,,,636.59,,,
200,5,"Inlet","U",2022-2-7 00:00:00,,0.31,-1.00,0.97,7.75,89.80,12.71,311.00,9.00,1.57,29.10,0.04,,0.11,0.05,0.02,2.38,18.80,3.11,47.00,0.01,5.35,,,,
199,4,"Outlet","V",2022-2-8 00:00:00,,-0.05,0.00,0.98,7.85,67.70,9.71,247.00,7.00,2.88,45.10,0.09,,0.15,0.10,0.02,1.09,8.90,1.50,32.00,,,513.61,,,
198,4,"Inlet","U",2022-2-8 00:00:00,,2.42,0.00,0.98,8.31,97.20,13.00,283.00,4.00,1.94,49.00,0.15,,0.23,0.17,0.04,1.03,10.00,1.47,26.00,0.02,1.63,451.09,,,
197,37,"Outlet","V",2022-2-1 00:00:00,,3.48,0.00,0.97,6.70,102.80,13.22,257.00,11.00,0.42,23.60,2.0e-03,"<0,004",7.3e-03,2.6e-03,0.01,11.30,4.30,11.90,1.50,,,117.55,,,
196,37,"Inlet","U",2022-2-1 00:00:00,,4.28,0.00,0.97,6.66,90.90,11.46,260.00,11.00,0.47,24.00,2.0e-03,"<0,004",9.3e-03,2.7e-03,0.01,11.50,4.20,12.20,1.50,7.2466190501e-03,8.24,292.99,,,
195,36,"Outlet","V",2022-2-2 00:00:00,,0.84,-1.00,0.98,7.30,96.30,13.61,110.00,1.00,0.17,11.70,2.0e-03,"<0,004",0.04,6.7e-03,0.02,2.60,14.60,3.03,10.00,,,230.24,,,
194,36,"Inlet","U",2022-2-2 00:00:00,,0.77,-1.00,0.98,7.26,115.20,16.09,85.00,5.00,0.19,9.78,6.0e-03,,0.38,0.02,0.04,1.28,39.70,6.18,180.00,1.6732441188e-03,1.15,296.32,,,
193,35,"Outlet",,2022-2-2 00:00:00,,1.65,-1.00,0.99,7.60,102.80,13.82,112.00,10.00,0.20,10.10,2.0e-03,"<0,004",0.03,7.1e-03,8.0e-03,1.23,7.00,1.62,14.00,,,,,,
192,35,"Inlet",,2022-2-2 00:00:00,,0.80,-1.00,0.98,7.13,99.30,14.13,109.00,12.00,0.18,9.84,2.0e-03,"<0,004",0.06,8.5e-03,8.0e-03,1.21,8.40,1.70,13.00,1.2196976433e-03,0.60,,,,
191,34,"Outlet",,2022-2-2 00:00:00,,1.84,-1.00,0.98,7.65,102.50,14.11,103.00,25.00,0.19,10.00,2.0e-03,"<0,004",0.01,6.7e-03,9.0e-03,1.23,6.40,1.55,1.50,,,,,,
190,34,"Inlet",,2022-2-2 00:00:00,,1.63,-1.00,0.98,7.41,107.70,14.85,107.00,11.00,0.24,9.33,2.0e-03,"<0,004",0.06,0.01,0.02,0.55,8.80,1.12,40.00,6.2231772488e-03,0.43,,,,
189,33,"Outlet",,2022-2-2 00:00:00,,2.17,-1.00,0.98,7.19,80.00,10.82,131.00,12.00,0.28,11.70,2.0e-03,"<0,004",0.02,4.7e-03,7.0e-03,2.62,4.90,3.06,4.00,,,,,,
188,33,"Inlet",,2022-2-2 00:00:00,,1.31,-1.00,0.98,7.38,98.50,13.77,103.00,13.00,0.24,9.31,2.0e-03,"<0,004",0.02,9.0e-03,9.0e-03,0.56,7.10,0.93,1.50,0.01,2.29,,,,
187,32,"Outlet",,2022-2-2 00:00:00,,3.91,-1.00,0.98,6.93,75.20,9.53,137.00,4.00,0.34,13.90,2.0e-03,"<0,004",0.01,2.7e-03,0.06,3.86,3.90,4.21,4.00,,,,,,
186,32,"Inlet",,2022-2-2 00:00:00,,5.43,-1.00,0.98,6.74,33.40,4.12,155.00,4.00,0.32,11.60,2.0e-03,"<0,004",0.01,3.3e-03,0.03,2.71,4.00,3.02,3.00,0.01,1.66,,,,
185,31,"Outlet",,2022-2-2 00:00:00,,0.83,-1.00,0.98,7.54,83.60,11.60,193.00,6.00,0.37,17.20,2.0e-03,"<0,004",0.02,2.6e-03,0.01,7.02,4.20,7.66,15.00,,,,,,
184,31,"Inlet",,2022-2-2 00:00:00,,3.32,-1.00,0.98,6.39,77.60,10.28,136.00,5.00,0.35,12.50,2.0e-03,"<0,004",0.02,3.2e-03,0.05,2.85,3.80,3.20,1.50,4.9774450555e-03,6.58,,,,
183,30,"Outlet","V",2022-2-2 00:00:00,,2.19,-1.00,0.98,7.56,99.50,13.56,213.00,7.00,0.40,18.80,2.0e-03,"<0,004",0.01,3.8e-03,0.01,8.45,3.60,9.03,6.00,,,489.83,,,
182,30,"Inlet","U",2022-2-2 00:00:00,,2.83,-1.00,0.98,7.19,89.50,11.84,215.00,11.00,0.42,18.50,2.0e-03,"<0,004",0.01,2.5e-03,4.0e-03,8.18,2.80,8.70,1.50,3.7831608483e-03,3.30,426.45,,,
181,29,"Outlet","V",2022-2-1 00:00:00,,2.85,0.00,0.98,7.00,73.50,9.56,402.00,7.00,1.85,41.90,0.02,,0.15,0.03,0.37,9.34,6.60,10.40,26.00,,,3648.62,,,
180,29,"Inlet","U",2022-2-1 00:00:00,,4.89,0.00,0.98,7.30,118.20,14.76,396.00,5.00,1.67,36.80,0.03,,0.23,0.07,0.50,9.84,11.00,11.40,51.00,0.10,5.06,2656.53,,,
179,13,"Outlet","V",2022-1-31 00:00:00,,3.90,-3.00,0.99,7.66,96.10,12.66,474.00,5.00,2.30,42.70,0.03,,0.09,0.03,0.05,10.30,5.60,10.80,29.00,,,403.49,,,
178,13,"Inlet","U",2022-1-31 00:00:00,,3.92,-3.00,0.99,7.81,96.80,12.58,289.00,6.00,2.19,41.60,0.03,,0.10,0.03,0.05,10.30,6.00,10.90,27.00,4.5375910721e-03,4.14,648.35,,,
177,12,"Outlet","V",2022-1-31 00:00:00,,3.00,-3.00,0.98,6.71,80.00,10.20,245.00,5.00,0.44,25.90,2.0e-03,"<0,004",8.1e-03,3.8e-03,0.05,11.10,5.70,11.30,7.00,,,696.78,,,
176,12,"Inlet","U",2022-1-31 00:00:00,,3.29,-3.00,0.98,6.58,59.00,7.78,254.00,10.00,0.44,26.00,2.0e-03,"<0,004",0.04,6.0e-03,0.08,11.10,8.20,11.80,11.00,3.4810148403e-03,15.18,94.92,,,
175,11,"Outlet","V",2022-2-3 00:00:00,,2.78,3.00,0.98,7.60,100.40,13.47,297.00,14.00,0.31,26.10,2.0e-03,"<0,004",0.02,3.0e-03,8.0e-03,11.10,3.30,11.60,1.50,,,973.33,,,
174,11,"Inlet","U",2022-2-3 00:00:00,,6.79,3.00,0.98,6.60,63.00,7.50,273.00,8.00,0.24,22.10,8.0e-03,,0.08,0.01,0.10,10.10,4.10,10.90,7.00,3.3841436458e-03,7.09,318.41,,,
173,10,"Outlet","V",2022-2-3 00:00:00,,4.44,3.00,0.99,6.65,81.20,10.44,334.00,4.00,0.34,29.80,4.0e-03,,0.01,5.7e-03,0.11,12.20,6.30,13.20,1.50,,,569.87,,,
172,10,"Inlet","U",2022-2-3 00:00:00,,5.10,3.00,0.99,6.52,77.40,9.77,338.00,5.00,0.36,29.00,2.0e-03,"<0,004",0.01,4.5e-03,0.11,11.80,6.10,12.80,1.50,0.04,10.40,319.59,,,
171,9,"Outlet","V",2022-2-3 00:00:00,,3.78,3.00,0.99,6.82,89.80,12.48,321.00,5.00,0.39,28.90,2.0e-03,"<0,004",0.01,4.7e-03,0.07,11.50,5.70,12.40,37.00,,,1723.55,,,
170,9,"Inlet","U",2022-2-3 00:00:00,,4.52,3.00,0.99,6.74,87.00,11.14,328.00,4.00,0.36,29.10,2.0e-03,"<0,004",0.01,4.8e-03,0.08,12.20,5.50,13.10,1.50,6.5180146467e-03,5.14,312.98,,,
169,8,"Outlet","V",2022-2-3 00:00:00,,2.82,3.00,0.99,6.99,85.00,11.40,320.00,4.00,0.39,28.80,5.0e-03,,0.01,7.3e-03,0.14,11.60,5.70,12.80,1.50,,,259.60,,,
168,8,"Inlet","U",2022-2-3 00:00:00,,3.46,3.00,0.99,7.01,91.90,12.20,323.00,4.00,0.39,28.90,2.0e-03,"<0,004",0.01,6.3e-03,0.09,11.50,5.60,12.50,1.50,0.01,5.57,162.35,,,
167,7,"Outlet","V",2022-1-31 00:00:00,,3.15,2.00,0.99,7.37,84.80,11.25,330.00,5.00,0.50,29.80,2.0e-03,"<0,004",0.03,3.6e-03,0.03,15.10,4.80,15.40,10.00,,,306.41,,,
166,7,"Inlet","U",2022-2-1 00:00:00,,3.92,2.00,0.99,7.33,94.00,12.25,340.00,7.00,0.46,29.70,2.0e-03,"<0,004",0.70,4.8e-03,0.02,15.20,10.80,17.70,380.00,3.3311140537e-03,3.60,1215.19,,,
165,3,"Outlet","V",2022-2-1 00:00:00,,2.48,-0.50,0.96,6.55,84.10,11.16,202.00,6.00,0.47,19.00,0.06,,0.45,0.07,0.01,3.46,54.90,8.44,910.00,,,1197.30,,,
164,3,"Inlet","U",2022-2-1 00:00:00,,4.36,-0.50,0.96,7.58,89.90,11.29,203.00,5.00,0.37,20.90,0.06,,0.08,0.07,0.02,3.31,8.50,3.86,44.00,0.01,1.52,1237.13,,,
163,2,"Outlet","-",2022-2-1 00:00:00,,0.74,-0.50,0.96,6.91,46.70,6.43,135.00,7.00,0.47,16.70,0.03,,1.11,0.05,,2.38,31.20,5.10,570.00,0.01,1.73,,,,
162,1,"Outlet","V",2022-2-3 00:00:00,,2.56,3.00,0.98,7.77,86.80,11.66,625.00,6.00,1.04,31.80,0.04,,0.23,0.05,0.02,6.15,11.40,7.24,120.00,,,1031.29,,,
161,1,"Inlet","U",2022-2-3 00:00:00,,3.66,3.00,0.98,7.25,90.30,11.79,350.00,5.00,1.53,54.90,0.02,,0.08,0.03,0.04,11.20,7.90,12.20,24.00,6.2975947035e-04,4.30,750.06,,,
160,40,"Outlet",,2021-11-24 00:00:00,"13:05",5.55,6.30,0.99,7.84,61.30,7.66,415.00,5.00,2.26,37.20,0.05,,0.62,0.06,0.04,1.87,9.30,2.24,83.00,,,,,,
159,40,"Inlet",,2021-11-24 00:00:00,"13:17",8.26,6.30,0.99,8.03,73.60,8.60,413.00,8.00,2.27,37.30,0.04,,0.18,0.05,0.09,2.02,10.20,2.52,46.00,0.01,1.65,,,,
158,39,"Outlet",,2021-12-3 00:00:00,"11:26",2.21,-5.00,0.98,7.81,69.10,9.33,493.00,5.00,3.38,44.30,0.01,,0.14,0.01,0.02,2.71,8.50,2.92,11.00,,,,,,
157,39,"Inlet",,2021-12-3 00:00:00,"11:38",2.43,-5.00,0.98,8.60,78.90,10.62,498.00,3.00,3.43,44.00,0.01,,0.04,0.01,0.02,2.58,5.70,2.76,7.00,0.02,2.28,,,,
156,38,"Outlet",,2021-11-26 00:00:00,"10:27",3.68,-1.10,0.98,7.79,36.30,4.67,850.00,4.00,5.95,75.30,5.0e-03,,0.02,9.1e-03,0.14,1.39,5.30,1.64,5.00,,,,,,
155,38,"Inlet",,2021-11-26 00:00:00,"10:09",0.79,-1.10,0.98,7.55,41.60,5.82,935.00,3.00,6.52,81.60,0.01,,0.03,0.02,0.63,1.77,4.30,2.32,1.50,4.279258976e-03,5.80,,,,
154,28,"Outlet",,2021-11-24 00:00:00,"11:53",2.33,5.70,0.99,7.33,41.60,5.54,423.00,4.00,1.73,37.70,0.02,,0.13,0.03,0.08,1.78,5.60,2.00,11.00,,,,,,
153,28,"Inlet",,2021-11-24 00:00:00,"11:39",4.87,5.70,0.99,7.19,35.20,4.46,435.00,5.00,1.71,36.50,0.02,,0.03,0.02,0.02,1.58,4.20,1.72,9.00,0.04,5.11,,,,
152,27,"Outlet",,2021-11-23 00:00:00,"11:36",2.06,0.90,1.00,7.95,63.50,8.75,1162.00,11.00,2.84,101.00,2.0e-03,"<0,004",0.03,6.8e-03,0.13,1.48,8.20,2.04,15.00,,,,,,
151,27,"Inlet",,2021-11-23 00:00:00,"11:20",1.23,0.90,1.00,7.61,71.70,10.10,1199.00,4.00,2.23,104.00,2.0e-03,"<0,004",9.1e-03,2.7e-03,0.11,2.07,6.10,2.53,1.50,0.02,3.94,,,,
150,26,"Outlet",,2021-11-25 00:00:00,"14:22",1.79,5.40,0.98,7.20,16.60,2.21,599.00,57.00,2.93,50.80,6.0e-03,,0.27,0.02,0.06,1.16,15.00,1.90,19.00,,,,,,
149,26,"Inlet",,2021-11-25 00:00:00,"14:36",6.93,5.40,0.98,7.40,77.90,9.22,599.00,2.00,3.22,55.50,0.01,,0.03,0.01,0.03,4.26,6.70,4.49,4.00,0.01,10.15,,,,
148,25,"Outlet",,2021-11-25 00:00:00,"13:42",3.06,5.40,0.98,6.82,5.70,0.75,336.00,7.00,0.69,27.20,0.06,,0.25,0.08,0.18,1.27,14.40,2.05,10.00,,,,,,
147,25,"Inlet",,2021-11-25 00:00:00,"13:56",5.56,5.40,0.98,6.63,28.60,3.54,385.00,16.00,0.45,24.30,0.01,,0.14,0.02,0.01,1.89,16.10,2.59,43.00,0.03,42.01,,,,
146,24,"Outlet",,2021-11-26 00:00:00,"13:13",2.81,-0.60,0.98,7.61,8.50,1.12,1249.00,8.00,4.69,105.00,0.24,,0.29,0.25,0.43,0.53,8.30,1.38,4.00,,,,,,
145,24,"Inlet",,2021-11-26 00:00:00,"12:48",6.50,-0.60,0.98,8.38,72.30,8.68,1997.00,6.00,4.66,187.00,0.51,,0.67,0.50,0.04,9.89,7.90,10.40,10.00,0.13,13.32,,,,
144,23,"Outlet",,2021-11-23 00:00:00,"13:52",2.20,1.80,1.00,7.63,60.90,8.37,397.00,9.00,2.88,35.90,0.11,,0.32,0.13,0.04,0.99,20.60,1.96,73.00,,,,,,
143,23,"Inlet",,2021-11-23 00:00:00,"13:37",3.27,1.80,1.00,8.16,80.00,10.68,427.00,8.00,3.08,36.50,0.11,,0.46,0.11,0.05,0.99,22.20,2.10,240.00,0.01,0.65,,,,
142,21,"Outlet",,2021-11-22 00:00:00,"12:57",1.64,0.60,0.99,7.92,70.80,9.83,406.00,8.00,3.04,36.00,0.17,,1.17,0.17,0.07,1.02,17.10,2.09,210.00,,,,,,
141,21,"Inlet",,2021-11-22 00:00:00,"12:33",2.71,0.60,0.99,7.89,77.00,10.41,428.00,6.00,3.04,36.10,0.16,,0.71,0.16,0.08,1.13,14.70,1.89,120.00,9.2054064232e-03,1.80,,,,
140,22,"Outlet",,2021-11-22 00:00:00,"13:31",3.91,0.60,0.99,7.83,75.10,9.88,272.00,4.00,3.08,35.70,0.05,,0.13,0.05,0.03,2.78,7.80,3.06,33.00,,,,,,
139,22,"Inlet",,2021-11-22 00:00:00,"13:20",3.69,0.60,0.99,8.01,72.20,9.51,401.00,5.00,3.11,35.90,0.05,,0.12,0.05,0.03,2.78,7.40,3.11,33.00,3.9706510188e-03,3.47,,,,
138,20,"Outlet",,2021-11-23 00:00:00,"14:51",0.92,0.20,1.00,7.62,61.30,8.69,636.00,4.00,3.86,56.50,0.01,,0.14,0.01,0.01,0.76,15.00,1.76,340.00,,,,,,
137,20,"Inlet",,2021-11-23 00:00:00,"15:01",2.09,0.20,1.00,7.68,91.60,12.59,619.00,3.00,3.65,54.60,8.0e-03,,0.04,9.0e-03,0.03,0.77,6.40,1.06,18.00,1.6606583809e-03,1.90,,,,
136,19,"Outlet",,2021-11-24 00:00:00,"10:47",1.93,4.60,0.99,7.67,623.00,8.56,385.00,4.00,2.11,33.60,0.03,,0.15,0.04,0.12,3.84,13.30,4.40,42.00,,,,,,
135,19,"Inlet",,2021-11-24 00:00:00,"10:29",3.46,4.60,0.99,8.16,91.40,12.08,371.00,4.00,2.27,33.40,0.03,,0.11,0.03,0.02,4.33,8.90,4.82,66.00,0.04,10.78,,,,
134,18,"Outlet",,2021-11-23 00:00:00,"9:10",2.33,-0.16,0.99,7.94,67.70,9.24,554.00,15.00,4.16,48.60,2.0e-03,"<0,004",0.04,6.7e-03,0.02,1.17,15.50,1.73,8.00,,,,,,
133,18,"Inlet",,2021-11-23 00:00:00,"9:32",2.67,-0.16,0.99,7.92,46.70,6.32,563.00,61.00,4.23,49.50,2.0e-03,"<0,004",0.03,6.9e-03,9.0e-03,1.10,15.30,1.65,7.00,0.01,2.43,,,,
